"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"1010241280767504384","1005692672697225216","63566042","2018-06-22 19:21:05 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@suigou こんなのあるらしいので、スタジアム見学がてら行くつもり。
サッカーも焼き鳥とかビールとか売ってるんだよね？飲み食いしながら観て良いんだよね？ https://t.co/XTHoSLn36f","","","","https://twitter.com/oru78/status/1010241280767504384/photo/1"
"845159978772025344","","","2017-03-24 06:26:55 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","朝からノビルを大量に洗って、茹でて酢味噌で食べる7歳女児。残り、どうしよう… https://t.co/CStxwV22cG","","","","https://twitter.com/oru78/status/845159978772025344/photo/1"
"842125962305187840","","","2017-03-15 21:30:50 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子が保育園にもっと遅くに迎えに来てと言う。もうすぐ卒園式で、色々と練習したいんだろうな、感心〜と思っていた。
でも昨日、「もう少しでオニギリの時間やったのに！みんなズルいよ〜(´°̥̥̥̥̥̥̥̥ω°̥̥̥̥̥̥̥̥｀)」と、延長保育の時に配られるオニギリ目当てだった…","","","",""
"836907958093017088","","","2017-03-01 11:56:20 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子が人形を「ぽぽタン❤️」と抱きしめたので、私も「しのタン」と抱っこすると、「ははタン❤️」と抱き返してくれた。私が忍笑いしていると、「さちタンの方がよかった？」と、変に気を遣っていただいた。","","","",""
"835591267388043264","","","2017-02-25 20:44:17 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","子は大人になったら、二階建ての家に住みたいという。誰と住むの？(どうせハヤトやろ…w)と聞くと、「かっこいい男の子と結婚してから」「…例えば、ハヤトみたいな、ね！」と、中々複雑な言い回しをしてきたので驚いたww ウチの近くに建てるので、時々は母上も遊びにきて良いらしいです。","","","",""
"835588137862586368","","","2017-02-25 20:31:51 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","子、最後の合宿。「母上、しーちゃんが居ないでさみしくなるよね。しーちゃんのスリーパー、着てていいよ。」と、衣を下賜された。。恩賜の御衣ですか…？スリーパーは洗濯した。","","","",""
"820883670646915072","","","2017-01-16 06:41:33 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","早くも子の卒園式・入学式の衣装を見に行った。子はここぞとばかりにフリフリを所望するだろうな…と思っていたら、ものすごくシックな物を選んできた。あ…フリフリじゃないんだ…と言ったら「卒園式はね、こういう感じの服を着るもんなんよ」と諭された(｡⚪︎ω⚪︎｡)","","","",""
"814118006913540096","813974227405549568","132423726","2016-12-28 14:37:13 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@baby_baby_84 サンタって基本、既に酔っ払いに見えるんやけどね(イメージ)","","","",""
"813971173360816128","","","2016-12-28 04:53:45 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","今年は子がサンタに飲み物とお菓子を用意したいと言い出したんだけど、これって何の情報を与えなくてもやり始めるものなんだな。。
ブランデーはどう？と提案したら、「ソリの運転せないけんやろ」と冷たく却下されました。","","","",""
"813601446264348672","","","2016-12-27 04:24:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子のクリスマスプレゼントに「どうぶつしょうぎ」を選んでみた。うん、面白い。でも中々難しい。子供相手に時々は上手く負けてやるのがまた難しい。こういう時こそアプリ版！五回に一回だけ親が相手だ！！…あれ、だけど…最初からアプリだけでも良かったのか…？アプリで対戦もできる訳だし…","","","",""
"787918393798078464","","","2016-10-17 07:29:18 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","バリカンの設定を間違えてヒゲを刈りすぎションボリしている父上を慰めようと声をかける子と私。子「黒じゃなくて、灰色」　私「そうね、軽くなったとも言える」　子「スッキリ！」　私「さわやか！！」　子「春のような！！！」　春のようなｗｗｗ芽吹いた芝生のイメージだろうかｗｗｗｗ","","","",""
"784230322195959809","784216708605104128","132423726","2016-10-07 03:14:13 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@baby_baby_84 @hirako111 インプラント埋め込まれるんばいwww","","","",""
"784230185017102336","784216981767454720","132423726","2016-10-07 03:13:41 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@baby_baby_84 @hirako111 本命は目つき普通やし、花束もっとるんやねww","","","",""
"784177197145788417","784174332649943040","335808294","2016-10-06 23:43:07 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@hirako111 カメラがついた透明ヘルメット的なやつが謎でさぁ…
この絵は秘密らしく、見たら怒るし、聞いても答えてくれんのよね。。","","","",""
"784176489231036416","784174212852232192","335808294","2016-10-06 23:40:18 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@hirako111 このキモい表情が何ともww","","","",""
"784172134998212608","","","2016-10-06 23:23:00 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","宇宙人にさらわれて人体実験を受けている…ように見えるんだけど。。 https://t.co/EUjVVRdTPY","","","","https://twitter.com/oru78/status/784172134998212608/photo/1"
"784171762636300288","","","2016-10-06 23:21:32 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","アイドルとヲタ https://t.co/9O5LKVrEyS","","","","https://twitter.com/oru78/status/784171762636300288/photo/1"
"784166757816676352","","","2016-10-06 23:01:38 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子は化石や宝石（自称）をよく拾ってくるんだけど、おおっコレは今までで一番化石っぽい！って褒めたら、「…じゃあ、今までのは、化石っぽく無かったっていうの？(¬_¬)」と突っ込まれた。。言語能力、上がってるな… https://t.co/vl2uZ30CWA","","","","https://twitter.com/oru78/status/784166757816676352/photo/1"
"764369839439831040","","","2016-08-13 07:55:45 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","子がマール(猫)を洗いたいという。何で？クサイ？と聞くと、「ちがう。マール様が困ってニャオーって鳴く姿をみてみたいんよ〜(=´∀｀)」と、なかなかに歪んだ愛情www「マール、なんて言いよる？お風呂なんか嫌だにゃ、助けてにゃーって言ってる？」と嬉しそうだし、いい性格ですこと…","","","",""
"753469473273683968","","","2016-07-14 06:01:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","保育園の田植えの後、スイカを切ってもらって、子が「一番大っきいのゲットした！（≧∇≦）」って、満面の笑みでサッサと車に戻ってきたのよ。そしたらさ、後からもどってきた友達が、二個目のスイカをゲットしてて。その時の、子のショック！！😱という顔…未だに思い出し笑いしてしまう…www","","","",""
"751567587809431552","","","2016-07-09 00:04:11 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","保育園で七夕のご馳走用に作った器で、朝そうめん。
自分でノコギリで切って、ヤスリで磨いたらしい。ワイルドだよ、本当に。 https://t.co/VFSgEAADZn","","","","https://twitter.com/oru78/status/751567587809431552/photo/1"
"748492291556274176","748483098078175233","132423726","2016-06-30 12:24:03 +0000","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","@baby_baby_84 @hirako111 人差し指に凹みを感じないとしっくりこないんやけどw無視なんやねww","","","",""
"748391724284846082","747650986014085121","132423726","2016-06-30 05:44:26 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@baby_baby_84 @hirako111 大抵のハンコには、上に印があるっち知っとる？w","","","",""
"745739462873735168","","","2016-06-22 22:05:17 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子の画力が急に上がってきた。先日なんて、「虫に刺されてて、とったらこんな虫やった。」といって絵を見せられ、これ…マダニじゃない…？と病院行ったよ。。 https://t.co/Se4jogR4NJ","","","","https://twitter.com/oru78/status/745739462873735168/photo/1,https://twitter.com/oru78/status/745739462873735168/photo/1"
"745575540317290497","","","2016-06-22 11:13:55 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子の漫画③「たぬき」
たぬきA「それを漁師が鉄砲で撃ってさー煮てさー焼いてさー食ってさー」
「ありがとう」♡♡♡
たぬきB「・・・・・」

意味深だなwたぬきBの心情を答えよ、的な。 https://t.co/jouVWle7JY","","","","https://twitter.com/oru78/status/745575540317290497/photo/1"
"745574310182457344","","","2016-06-22 11:09:02 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子の漫画②「キッザニアの獣医体験にて」

手術台の犬の「たすけて」がせつないw
「ががん」が漫画的ww https://t.co/FrmB4hoe0H","","","","https://twitter.com/oru78/status/745574310182457344/photo/1"
"745573624174641152","","","2016-06-22 11:06:18 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子の漫画①「カキ氷屋」
母「はあ」「たべすぎだよ」
子「いいさ だっておいしいんだ」
くも「いいなー」
おひさま「やっぱりあのこは たべすぎだな」
父「これください」
店員「いいですよ」
鳥「ちゃうちゃう」 https://t.co/yenx4d692y","","","","https://twitter.com/oru78/status/745573624174641152/photo/1"
"744626079587930112","","","2016-06-19 20:21:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","父の日。きみちゃん家にお泊まりに行っていた子は、朝のパン屋で「おとうさんの顔のパン」、ついでにスーパーでカーネーションをゲットして帰ってきた。祖母のお金で親孝行とはチャッカリしてる…自分も財布持ってるのに…","","","",""
"743937449416495105","","","2016-06-17 22:44:44 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子のレシピに従って一緒にカレーを作成。肉好きなのに、肉を書き忘れてるが、ちゃんと入れてあげたw ついでにピーマンもトッピングしてやったww
翌朝のカレーチーズトーストまで満喫のもよう（＾ω＾） https://t.co/Tpn5PzXd1S","","","","https://twitter.com/oru78/status/743937449416495105/photo/1"
"742952112972279808","","","2016-06-15 05:29:21 +0000","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","子がマール様に教育的指導（ガブリ）されて泣きそうだったので、本気で噛んだら君は血だらけだよ、やさしく甘噛みしてくれたんだよ、と慰めると、「甘噛み…？甘えて噛んだってこと？じゃあやっぱりマール様は私のこと好きなんだね！」ってポジティブすぎるし、将来DV男にひっかかりそうな思考。。","","","",""
"742318112658186247","","","2016-06-13 11:30:04 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","鼻チュウをしてもらって、幸せそうな様子。「マール様…ありがたい…(*^^*)」とか言ってて、完全に教化されてる。。猫教、バンザイ！ https://t.co/s2jwqVYtmU","","","","https://twitter.com/oru78/status/742318112658186247/photo/1"
"742211445614510080","","","2016-06-13 04:26:12 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","日曜日は雨だったので、針山を作ったり、お昼寝のまどろみを楽しんだり。。 https://t.co/BlNlsdAWl0","","","","https://twitter.com/oru78/status/742211445614510080/photo/1,https://twitter.com/oru78/status/742211445614510080/photo/1,https://twitter.com/oru78/status/742211445614510080/photo/1"
"741624589571096576","","","2016-06-11 13:34:15 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子、美女と野獣を観劇。３時間弱がんばって集中して観てたけど、カーテンコールに「なんでこんなん、ずっとみとかないけんの( *｀ω´)」とイライラしだした…´д` ;うん…あれ、子供には退屈だよね…。 https://t.co/42sAkZKqhP","","","","https://twitter.com/oru78/status/741624589571096576/photo/1,https://twitter.com/oru78/status/741624589571096576/photo/1,https://twitter.com/oru78/status/741624589571096576/photo/1,https://twitter.com/oru78/status/741624589571096576/photo/1"
"741446767951020032","741444730483937280","270841693","2016-06-11 01:47:39 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kjet77 三年ぶり、二度目の断裂でございます…今度は、反対側w9月！遠いね！wwスケジュールいれた‼︎（≧∇≦）","","","",""
"741444485796634624","741098452306661376","132423726","2016-06-11 01:38:35 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@baby_baby_84 生まれた時からあのクオリティのアニメなわけで。どうも思ってないのでは…。","","","",""
"741444111266238464","741443392995885056","270841693","2016-06-11 01:37:06 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","@kjet77 元気ですよ〜、またアキレス腱切ってるけどww時々、こっちにも来てるんでしょ？今度、呼んでください（≧∇≦）","","","",""
"741421685157433346","","","2016-06-11 00:07:59 +0000","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","子、すごく遊びきった感じの良い顔で合宿から帰ってきた(*^o^*)野うさぎ見た！二段ベッドで寝た‼︎と大喜び。でも、さみしくはならなかったらしく、意外とベッタリとは甘えてこない。。サッサと一人で寝たしw成長…したんだなぁ…！ https://t.co/92CM8f5AZu","","","","https://twitter.com/oru78/status/741421685157433346/photo/1,https://twitter.com/oru78/status/741421685157433346/photo/1"
